id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T11882,Plant biochemistry and biosynthesis,"This cluster of papers focuses on the biosynthesis and engineering of terpenoids, including the isoprenoid pathway, metabolic engineering for plant volatile production, sesquiterpene and triterpene biosynthesis, MEP pathway optimization, cyclization enzymes, and the production of specific terpenoids like artemisinin. The research spans across various organisms and aims to understand, manipulate, and optimize the biosynthetic pathways for the production of valuable terpenoid compounds.",65782,1150863,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1312,Molecular Biology,Terpenoid Biosynthesis; Isoprenoid Pathway; Metabolic Engineering; Plant Volatiles; Sesquiterpene Synthases; Artemisinin Production; Triterpene Biosynthesis; MEP Pathway; Cyclization Enzymes; Phytoalexin Biosynthesis,
T11719,Data Quality and Management,"This cluster of papers focuses on data quality assessment, improvement, and related techniques such as record linkage, data cleaning, entity resolution, information quality benchmarks, and privacy-preserving record linkage. It also covers topics like name disambiguation, data integration, and the challenges of data quality in the era of big data.",65779,409453,domains/2,Social Sciences,fields/18,Decision Sciences,subfields/1803,Management Science and Operations Research,Record Linkage; Data Cleaning; Entity Resolution; Information Quality; Duplicate Detection; Name Disambiguation; Data Integration; String Similarity; Big Data; Privacy Preserving,
T10561,Educational Research and Methods,"This cluster of papers covers various research methods in education, including qualitative and quantitative research, mixed methods, curriculum development, teaching strategies, assessment, and the learning process. It also discusses teacher professionalism and its implications for educational research.",65750,279713,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Research Methods; Qualitative Research; Quantitative Research; Educational Research; Teaching Strategies; Curriculum Development; Mixed Methods; Assessment; Learning Process; Teacher Professionalism,
T10664,Sentiment Analysis and Opinion Mining,"This cluster of papers focuses on sentiment analysis and opinion mining, particularly in the context of social media and text mining. It covers various techniques such as lexicon-based methods, deep learning, aspect-based sentiment analysis, and machine learning for analyzing emotions and opinions in textual data from platforms like Twitter. The research also delves into emotion recognition and the impact of sentiment analysis on public perception.",65747,842508,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1702,Artificial Intelligence,Sentiment Analysis; Opinion Mining; Social Media; Text Mining; Emotion Recognition; Deep Learning; Aspect-based Sentiment Analysis; Lexicon-Based Methods; Twitter Sentiment; Machine Learning,
T13902,Indian History and Philosophy,"This cluster of papers explores the philosophy and legacy of Mahatma Gandhi, focusing on nonviolent resistance, social justice, environmental ethics, and global politics. It delves into Gandhian principles of conflict resolution, peacebuilding, and civil resistance, examining their relevance in contemporary society and their impact on human rights.",65745,214264,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1211,Philosophy,Gandhi; Nonviolence; Philosophy; Conflict Resolution; Global Politics; Social Justice; Environmental Ethics; Peacebuilding; Civil Resistance; Human Rights,
T13891,Engineering Diagnostics and Reliability,"This cluster of papers focuses on materials engineering in industrial applications, particularly in the fields of corrosion, steel strength, pipeline durability, deformation processes, and industrial safety. It addresses issues such as fatigue, electrochemical parameters, friction welding, and heat resistance in various mechanical components and equipment used in oil and gas, power generation, and other industrial sectors.",65712,117420,domains/3,Physical Sciences,fields/22,Engineering,subfields/2211,Mechanics of Materials,Corrosion; Steel; Pipeline; Deformation; Industrial Safety; Fatigue; Electrochemical Parameters; Friction Welding; Heat Resistance; Machine Mechanics,
T10256,Drug Solubulity and Delivery Systems,"This cluster of papers focuses on the advances in drug delivery systems, including the use of cyclodextrins, solid dispersions, nanosuspensions, and lipid-based formulations to improve drug solubility and enhance oral delivery. It also explores the application of the Biopharmaceutics Classification System and the development of amorphous pharmaceuticals for improved drug absorption. The research covers a wide range of topics related to pharmaceutical materials and gastrointestinal drug absorption.",65670,1230770,domains/1,Life Sciences,fields/30,"Pharmacology, Toxicology and Pharmaceutics",subfields/3003,Pharmaceutical Science,Cyclodextrins; Solid Dispersions; Nanosuspensions; Lipid-Based Formulations; Drug Solubility; Oral Delivery; Biopharmaceutics Classification System; Amorphous Pharmaceuticals; Polymeric Materials; Gastrointestinal Drug Absorption,
T11386,Bee Products Chemical Analysis,"This cluster of papers focuses on the biological and therapeutic properties of bee products, including propolis, honey, royal jelly, and bee pollen. It explores their antioxidant, antimicrobial, and wound healing capabilities, as well as their chemical composition and botanical origin.",65660,746297,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1109,Insect Science,Propolis; Honey; Antioxidant; Phenolic Compounds; Royal Jelly; Botanical Origin; Wound Healing; Antimicrobial Activity; Flavonoids; Bee Pollen,
T12792,Soil Management and Crop Yield,"This cluster of papers explores the effects of soil compaction on crop production, particularly in the context of no-till and integrated crop-livestock systems in subtropical regions. It investigates soil physical properties, soil degradation, gypsum and lime application, and their impact on root growth and overall soil quality.",65630,330247,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1111,Soil Science,Soil Compaction; No-till Crop Production; Soil Physical Properties; Integrated Crop-Livestock Systems; Subtropical Soils; Soil Degradation; Soil Management; Gypsum and Lime Application; Root Growth; Soil Quality,
T12438,Urticaria and Related Conditions,"This cluster of papers focuses on the diagnosis, classification, and management of urticaria, particularly chronic spontaneous urticaria. It explores the role of autoimmune factors, the effectiveness of treatments like omalizumab, and the impact on quality of life. Additionally, it delves into the association with thyroid autoimmunity and the use of autoantibodies as markers for diagnosis.",65626,362224,domains/4,Health Sciences,fields/27,Medicine,subfields/2745,Rheumatology,Urticaria; Chronic Spontaneous Urticaria; Diagnosis; Management; Autoimmune; Omalizumab; Cholinergic Urticaria; Quality of Life; Autoantibodies; Thyroid Autoimmunity,
T10220,Machine Fault Diagnosis Techniques,"This cluster of papers focuses on machine fault diagnosis and prognostics using methods such as Empirical Mode Decomposition, wavelet transform, and deep learning. It covers topics like condition monitoring, vibration analysis, and remaining useful life estimation for rotating machinery. The research explores the application of machine learning techniques, neural networks, and signal processing in fault detection and health management of various mechanical systems.",65598,1083192,domains/3,Physical Sciences,fields/22,Engineering,subfields/2207,Control and Systems Engineering,Empirical Mode Decomposition; Fault Diagnosis; Machine Learning; Condition Monitoring; Vibration Analysis; Deep Learning; Remaining Useful Life Estimation; Wavelet Transform; Rotating Machinery; Neural Networks,
T14459,Synthesis and Reactions of Organic Compounds,"This cluster of papers focuses on the synthesis, structure-activity relationships, and biological activities of oxazolones, imidazoles, and related heterocycles. It includes research on microwave-assisted synthesis, catalysts for chemoselective reactions, antibacterial properties, and the use of nucleophiles in the modification of oxazolones.",65598,339825,domains/3,Physical Sciences,fields/16,Chemistry,subfields/1605,Organic Chemistry,Oxazolones; Synthesis; Imidazoles; Microwave-Assisted; Catalyst; Antibacterial; Heterocycles; Chemoselective; Azlactones; Nucleophiles,
T11561,Protein Hydrolysis and Bioactive Peptides,"This cluster of papers focuses on the production, functionality, and health benefits of bioactive peptides derived from food proteins, particularly emphasizing their antioxidant and ACE inhibitory activities. It covers topics such as protein hydrolysates, enzymatic hydrolysis, bioavailability, and potential applications in designing future foods. The cluster also explores the significance of marine-derived peptides and their potential role in reducing the risk of cardiovascular disease.",65596,1141276,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1312,Molecular Biology,Bioactive Peptides; Antioxidant Activity; Protein Hydrolysates; ACE Inhibitory Peptides; Food-Derived Peptides; Health Benefits; Enzymatic Hydrolysis; Functional Properties; Marine-Derived Peptides; Nutritional Significance,
T14110,Islamic Studies and Radicalism,"This cluster of papers explores the role and impact of religious moderation, radicalism, and Islamic education in Indonesia. It delves into topics such as tolerance, social tolerance, Islamic religiosity, STEM education, entrepreneurship training, and human rights. The papers discuss the challenges and strategies for promoting religious moderation in a multicultural society like Indonesia.",65595,143472,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,Religious Moderation; Radicalism; Islamic Education; Tolerance; Indonesia; Social Tolerance; Islamic Religiosity; STEM Education; Entrepreneurship Training; Human Rights,
T11894,Radiology practices and education,"This cluster of papers focuses on the errors and communication challenges in radiology imaging, including topics such as structured reporting, diagnostic accuracy, visual search, radiologist workload, incidental findings, patient-centered radiology, eye-tracking studies, teleradiology practice, and quality improvement.",65585,282191,domains/4,Health Sciences,fields/27,Medicine,subfields/2741,"Radiology, Nuclear Medicine and Imaging",Radiology Errors; Structured Reporting; Diagnostic Accuracy; Visual Search; Radiologist Workload; Incidental Findings; Patient-Centered Radiology; Eye-Tracking Study; Teleradiology Practice; Quality Improvement,
T14080,"Philosophy, Sociology, Political Theory","This cluster of papers explores the complex dynamics of family structures, societal changes, individual autonomy, psychotherapy, intercultural communication, parenting challenges, social cohesion, ethical dilemmas, youth development, and sovereignty debates.",65519,45998,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,Family Dynamics; Societal Change; Individual Autonomy; Psychotherapy; Intercultural Communication; Parenting Challenges; Social Cohesion; Ethical Dilemmas; Youth Development; Sovereignty Debates,
T11407,Innovative Microfluidic and Catalytic Techniques Innovation,"This cluster of papers focuses on the advances in droplet microfluidics technology, including topics such as continuous flow chemistry, digital PCR, high-throughput screening, emulsion generation, microreactor technology, single-cell analysis, chemical synthesis, and biomedical applications.",65501,978978,domains/3,Physical Sciences,fields/22,Engineering,subfields/2204,Biomedical Engineering,Microfluidics; Droplet Formation; Continuous Flow Chemistry; Digital PCR; High-Throughput Screening; Emulsion Generation; Microreactor Technology; Single-Cell Analysis; Chemical Synthesis; Biomedical Applications,
T11042,Corruption and Economic Development,"This cluster of papers explores the causes and effects of corruption, focusing on its impact on governance, economic growth, institutions, democracy, and the public sector. The research delves into cross-national studies, bribery, political economy, and regulatory aspects related to corruption.",65494,660399,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,Corruption; Governance; Economic Growth; Institutions; Democracy; Political Economy; Cross-National Study; Public Sector; Bribery; Regulation,
T12963,Anesthesia and Neurotoxicity Research,"This cluster of papers focuses on the neurotoxic effects of anesthetic agents, particularly during early development, leading to neuronal apoptosis, cognitive impairment, and altered synaptic plasticity. The research explores the long-term neurodevelopmental outcomes and potential learning disabilities associated with early exposure to general anesthetics, highlighting concerns about the impact on brain development.",65484,603716,domains/1,Life Sciences,fields/28,Neuroscience,subfields/2806,Developmental Neuroscience,Anesthesia; Neurotoxicity; Brain Development; Cognitive Impairment; Neuronal Apoptosis; General Anesthetics; Neurodevelopmental Outcomes; Early Exposure; Learning Disabilities; Synaptic Plasticity,
T11552,"Global trade, sustainability, and social impact","This cluster of papers focuses on the governance, dynamics, and impacts of global value chains and production networks, with an emphasis on private governance, standards, upgrading, labor conditions, sustainability, certification schemes, and fair trade. It explores the interactions between state and non-state actors in regulating economic activities across global supply chain networks.",65477,520434,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1408,Strategy and Management,Global Value Chains; Production Networks; Private Governance; Standards; Upgrading; Labor Conditions; Sustainability; Certification Schemes; Supply Chain Networks; Fair Trade,
T11950,Cardiovascular Syncope and Autonomic Disorders,"This cluster of papers focuses on the diagnosis, management, and prognosis of syncope, including topics such as orthostatic hypotension, neurally mediated syncope, vasovagal syncope, postural tachycardia syndrome, and the use of cardiac pacing. The papers also discuss autonomic dysfunction, diagnostic guidelines, and management guidelines for syncope.",65455,518026,domains/4,Health Sciences,fields/27,Medicine,subfields/2746,Surgery,Syncope; Orthostatic Hypotension; Neurally Mediated Syncope; Vasovagal Syncope; Postural Tachycardia Syndrome; Cardiac Pacing; Autonomic Dysfunction; Diagnosis Guidelines; Management Guidelines; Prognosis,
T12928,Education and Cultural Studies,"This cluster of papers covers a wide range of topics related to education, pedagogy, social sciences, and cultural studies in the contemporary context. It includes discussions on lifelong learning, digital innovations in education, media literacy, youth development, ethics, and the impact of globalization on education and society.",65405,42254,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Education; Social Sciences; Pedagogy; Cultural Studies; Media Literacy; Youth Development; Ethics; Digital Innovations; Lifelong Learning; Globalization,
T11473,Appendicitis Diagnosis and Management,"This cluster of papers focuses on the diagnosis and management of appendicitis in both adults and children. It covers topics such as the use of antibiotic therapy versus surgery, the role of CT scans in diagnosis, and guidelines for treatment. The cluster also explores complications, outcomes, and global perspectives on the condition.",65376,465318,domains/4,Health Sciences,fields/27,Medicine,subfields/2711,Emergency Medicine,Appendicitis; Diagnosis; Management; Antibiotic Therapy; Surgery; CT Scan; Guidelines; Children; Complications; Meta-Analysis,
T10854,Bipolar Disorder and Treatment,"This cluster of papers covers a wide range of topics related to bipolar disorder, including prevalence, natural history, neurobiology, genetics, cognitive function, treatment guidelines, neuroimaging findings, suicide risk, inflammation, and medication effects. The papers provide insights into the epidemiology and management of bipolar disorder.",65375,1364730,domains/4,Health Sciences,fields/27,Medicine,subfields/2738,Psychiatry and Mental health,Bipolar Spectrum Disorder; Prevalence; Neurobiology; Genetics; Treatment Guidelines; Neuroimaging; Cognitive Function; Suicide Risk; Inflammation; Medication Effects,
T11310,Connective tissue disorders research,"This cluster of papers explores genetic and molecular aspects of various connective tissue disorders, including Marfan syndrome, Ehlers-Danlos syndrome, and Osteogenesis Imperfecta. It delves into mutations in genes encoding proteins like TGF-ß receptor, elastin, fibrillin-1, and collagen, as well as their implications in aortic aneurysms and skeletal abnormalities.",65350,840749,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1311,Genetics,Marfan Syndrome; Ehlers-Danlos Syndrome; Osteogenesis Imperfecta; TGF-ß Receptor Mutations; Elastin; Fibrillin-1; Smooth Muscle Alpha-Actin Mutations; Collagen Disorders; Aortic Aneurysm; Genetic Skeletal Disorders,
T10689,Remote-Sensing Image Classification,"This cluster of papers focuses on the advances in hyperspectral image analysis, remote sensing, and classification. It covers topics such as deep learning, change detection, spectral unmixing, feature extraction, and object-based analysis for remote sensing applications.",65325,1234619,domains/3,Physical Sciences,fields/22,Engineering,subfields/2214,Media Technology,Hyperspectral; Image Analysis; Remote Sensing; Classification; Deep Learning; Change Detection; Spectral Unmixing; Feature Extraction; Object-Based Analysis; Support Vector Machines,
T11957,Food Safety and Hygiene,"This cluster of papers focuses on food safety and hygiene practices, including consumer awareness, food handling behaviors, HACCP implementation, risk perception, microbiological hazards, street food vendors, consumer behavior, and regulatory strategies.",65289,358553,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1106,Food Science,Food Safety; Hygiene Practices; Consumer Awareness; Food Handling; HACCP Implementation; Risk Perception; Microbiological Hazards; Street Food Vendors; Consumer Behavior; Regulatory Strategies,
T11359,Effects of Radiation Exposure,"This cluster of papers explores the biological and clinical effects of ionizing radiation, including topics such as radiation-induced bystander effects, hormesis, radioprotectors, genomic instability, normal tissue injury, oxidative stress, radiotherapy strategies, apoptosis, and fibrosis. The research encompasses a wide range of mechanisms and implications related to the exposure to ionizing radiation.",65276,748443,domains/4,Health Sciences,fields/27,Medicine,subfields/2741,"Radiology, Nuclear Medicine and Imaging",Radiation; Bystander Effects; Hormesis; Radioprotectors; Genomic Instability; Normal Tissue Injury; Oxidative Stress; Radiotherapy; Apoptosis; Fibrosis,
T13520,Architectural and Urban Studies,"This cluster of papers explores the intersection of urban design, cultural heritage conservation, and sustainable development, focusing on topics such as traditional architecture, community resilience, public expenditure, environmental sustainability, space utilization, and ethnic identity. It delves into the role of local wisdom in shaping urban spaces and addresses the challenges of preserving cultural heritage in the context of rapid urbanization.",65213,48020,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1206,Conservation,Urban Design; Cultural Heritage; Traditional Architecture; Community Resilience; Sustainable Development; Local Wisdom; Public Expenditure; Environmental Sustainability; Space Utilization; Ethnic Identity,
T11592,Phenomenology and Existential Philosophy,"This cluster of papers explores the application of phenomenological methods in psychological and philosophical research, focusing on topics such as empathy, body experience, qualitative research, ethics, and ontology. It delves into the works of prominent figures like Husserl and Merleau-Ponty to investigate lived experiences and subjective consciousness.",65187,327173,domains/2,Social Sciences,fields/32,Psychology,subfields/3205,Experimental and Cognitive Psychology,Phenomenology; Psychology; Husserl; Merleau-Ponty; Empathy; Body Experience; Qualitative Research; Ethics; Ontology; Interpretation,
T10934,Heat shock proteins research,"This cluster of papers explores the role of molecular chaperones, such as Hsp70 and Hsp90, in protein folding, proteostasis, cancer therapy, cell stress responses, and innate immunity. It delves into the mechanisms of chaperone machinery, protein quality control, and their implications in disease intervention.",65172,1909541,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1312,Molecular Biology,Molecular Chaperones; Protein Folding; Proteostasis; Heat Shock Proteins; Chaperone Machinery; Cancer Therapy; Cell Stress; Hsp70 and Hsp90; Protein Quality Control; Innate Immunity,
T11293,Orthopedic Infections and Treatments,"This cluster of papers focuses on the diagnosis, treatment, and management of prosthetic joint infections, including periprosthetic joint infections associated with orthopedic implants. It covers topics such as osteomyelitis, antibiotic prophylaxis, biofilm infections, diagnostic imaging techniques, and surgical approaches. The papers also discuss infection risk factors and the economic burden of periprosthetic joint infections.",65171,739338,domains/4,Health Sciences,fields/27,Medicine,subfields/2746,Surgery,Prosthetic Joint Infections; Periprosthetic Joint Infection; Orthopedic Implants; Osteomyelitis; Implant-Associated Infections; Antibiotic Prophylaxis; Biofilm Infections; Diagnostic Imaging; Surgical Management; Infection Risk Factors,
T11207,Alcohol Consumption and Health Effects,"This cluster of papers focuses on the pathogenesis, treatment, and impact of alcohol consumption on the development of alcoholic liver disease. It covers topics such as oxidative stress, cancer risk, inflammation, genetic polymorphisms, cardiovascular health, and mortality risk associated with alcohol consumption.",65169,1145323,domains/4,Health Sciences,fields/27,Medicine,subfields/2734,Pathology and Forensic Medicine,Alcohol; Liver Disease; Oxidative Stress; Cancer Risk; Inflammation; Metabolism; Genetic Polymorphisms; Cardiovascular Health; Mortality Risk; Therapeutic Targets,
T10569,Bariatric Surgery and Outcomes,"This cluster of papers focuses on the effects of bariatric surgery on obesity, diabetes, and associated health outcomes. It covers topics such as weight loss, cardiovascular risk factors, metabolic surgery, and long-term impact on diabetes control. The research also delves into lifestyle interventions and the relationship between bariatric surgery and mortality rates.",65150,948574,domains/4,Health Sciences,fields/27,Medicine,subfields/2746,Surgery,Bariatric Surgery; Obesity; Diabetes; Metabolic Surgery; Weight Loss; Cardiovascular Risk; Lifestyle Intervention; Type 2 Diabetes; Gastric Bypass; Health Outcomes,
T10585,Family Dynamics and Relationships,"This cluster of papers explores the complex interplay between family demographics, including divorce, cohabitation, and marriage, and its impact on fertility patterns, parenting dynamics, and children's well-being. It delves into the evolving roles of fathers, the consequences of changing family structures on child development, and the societal shifts influencing fertility decisions.",65147,907543,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3317,Demography,Divorce; Fertility; Family Structure; Parenting; Cohabitation; Fatherhood; Marriage; Children's Well-being; Life Course Theory; Gender Roles,
T12825,"Defense, Military, and Policy Studies","This cluster of papers explores the complex relationship between military expenditure, economic growth, and national security. It includes analyses of defense spending's impact on economic development, the dynamics of arms trade, the role of alliances in military burden-sharing, and the implications for public policy and global economy. The research also delves into the technological aspects of defense innovation and the long-term consequences of military conscription.",65119,237732,domains/2,Social Sciences,fields/20,"Economics, Econometrics and Finance",subfields/2002,Economics and Econometrics,Military Expenditure; Economic Growth; Defense Spending; Panel Data Analysis; Arms Trade; National Security; Alliances; Global Economy; Public Policy; Technology Development,
T10608,Neurogenesis and neuroplasticity mechanisms,"This cluster of papers explores the phenomenon of adult neurogenesis, focusing on the generation, differentiation, and functional implications of new neurons and glial cells in the mammalian brain. It covers various aspects such as the role of neurogenesis in brain development, neuronal replacement, synaptic plasticity, cognitive function, and the potential therapeutic applications for neurological disorders.",65101,2168934,domains/1,Life Sciences,fields/28,Neuroscience,subfields/2806,Developmental Neuroscience,Neurogenesis; Adult Stem Cells; Brain Development; Neuronal Differentiation; Hippocampal Neurogenesis; Oligodendrocyte Progenitors; Neural Stem Cells; Glia and Neurons; Cortical Development; Neurogenic Niches,
T11538,Ophthalmology and Eye Disorders,"This cluster of papers focuses on the pathophysiology, management, and associated conditions of Graves' ophthalmopathy, including the role of thyroid-associated ophthalmopathy, orbital fibroblasts, thyrotropin receptor antibodies, teprotumumab treatment, autoimmune mechanisms, thalamus infarction, surgical interventions for strabismus, and the involvement of the IGF-1 receptor. The research covers a wide range of topics related to the understanding and treatment of Graves' ophthalmopathy.",65078,560786,domains/4,Health Sciences,fields/27,Medicine,subfields/2734,Pathology and Forensic Medicine,Graves' Ophthalmopathy; Thyroid-Associated Ophthalmopathy; Orbital Fibroblasts; Thyrotropin Receptor Antibodies; Teprotumumab; Thyroid Eye Disease; Autoimmunity; Thalamus Infarction; Strabismus Surgery; IGF-1 Receptor,
T13781,Coleoptera: Cerambycidae studies,"This cluster of papers focuses on the diversity, taxonomy, distribution, and faunal studies of Cerambycidae beetles in the Neotropical Region. It includes research on new species, host plants, and conservation implications for these longhorn beetles.",65055,24938,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1105,"Ecology, Evolution, Behavior and Systematics",Cerambycidae; Coleoptera; Neotropical Region; Taxonomy; Biodiversity; Host Plants; Distribution; New Species; Faunal Study; Conservation,
T10849,Finite Group Theory Research,"This cluster of papers focuses on the study of finite groups, their representations, and associated graphs such as Cayley graphs and distance-regular graphs. It also explores topics like character degrees, fusion systems, and linear transformations in the context of finite group theory.",65043,448333,domains/3,Physical Sciences,fields/26,Mathematics,subfields/2607,Discrete Mathematics and Combinatorics,Finite Groups; Graphs; Character Degrees; Cayley Graphs; Association Schemes; Linear Transformations; Distance-Regular Graphs; Fusion Systems; Tridiagonal Pairs; Representation Theory,
T12068,Neonatal Health and Biochemistry,"This cluster of papers focuses on the management, genetic aspects, and complications of hyperbilirubinemia in newborn infants. It covers topics such as glucose-6-phosphate dehydrogenase deficiency, neonatal jaundice, bilirubin metabolism, kernicterus, phototherapy, UGT1A1 gene mutations, neurotoxicity, bilirubin measurement methods, genetic variants associated with hyperbilirubinemia, and the importance of newborn screening programs.",65015,685241,domains/4,Health Sciences,fields/27,Medicine,subfields/2735,"Pediatrics, Perinatology and Child Health",Glucose-6-Phosphate Dehydrogenase Deficiency; Neonatal Jaundice; Bilirubin Metabolism; Kernicterus; Phototherapy; UGT1A1 Gene; Neurotoxicity; Bilirubin Measurement; Genetic Variants; Newborn Screening,
T11967,Electrolyte and hormonal disorders,"This cluster of papers focuses on the diagnosis, evaluation, and treatment of hyponatremia, with a particular emphasis on its association with heart failure, elderly patients, osteoporosis, and inappropriate antidiuresis. The role of vasopressin and copeptin as biomarkers, as well as the neurological complications associated with hyponatremia, are also explored.",65002,703165,domains/4,Health Sciences,fields/27,Medicine,subfields/2740,Pulmonary and Respiratory Medicine,Hyponatremia; Vasopressin; Copeptin; Heart Failure; Diagnosis; Treatment; Elderly; Osteoporosis; Inappropriate Antidiuresis; Neurological Complications,
T12979,Cardiovascular Disease and Adiposity,"This cluster of papers focuses on the role of perivascular adipose tissue in cardiovascular health, particularly its involvement in vascular function, inflammation, and the development of cardiovascular diseases such as atherosclerosis and coronary artery disease. The research explores the impact of adipocytokines, the relationship with endothelial function, and the influence of obesity on perivascular adipose tissue.",64987,545069,domains/4,Health Sciences,fields/27,Medicine,subfields/2705,Cardiology and Cardiovascular Medicine,Perivascular Adipose Tissue; Epicardial Fat; Vascular Function; Inflammation; Cardiovascular Disease; Adipocytokines; Atherosclerosis; Coronary Artery Disease; Endothelial Function; Obesity,
T11870,Structural Analysis and Optimization,"This cluster of papers focuses on the analysis and design of tensegrity structures, including form-finding methods, deployable structures for space applications, rigidity matroids, wrinkling analysis, structural optimization, dynamic behavior, and control and simulation. The papers cover a wide range of topics related to the mechanical properties and applications of tensegrity structures.",64977,471333,domains/3,Physical Sciences,fields/22,Engineering,subfields/2205,Civil and Structural Engineering,Tensegrity; Form-Finding; Deployable Structures; Rigidity Matroids; Space Applications; Wrinkling Analysis; Structural Optimization; Dynamic Behavior; Control and Simulation; Mechanical Properties,
T11449,Mechanical and Optical Resonators,"This cluster of papers focuses on the field of cavity optomechanics and nanomechanical systems, exploring topics such as achieving quantum ground state of mechanical oscillators, cavity cooling techniques, biosensors based on micromechanical resonators, magnon-photon interactions, photon blockade effects, entanglement between mechanical and optical systems, and ultra-sensitive sensing applications.",64868,879420,domains/3,Physical Sciences,fields/31,Physics and Astronomy,subfields/3107,"Atomic and Molecular Physics, and Optics",Optomechanics; Nanomechanical Systems; Quantum Ground State; Cavity Cooling; Biosensors; Micromechanical Resonators; Magnons; Photon Blockade; Entanglement; Sensing,
T13978,Foreign Language Teaching Methods,"This cluster of papers explores the impact of distance education, online learning, and educational technology on student engagement, cognitive abilities, and pedagogical management. It also delves into the development of digital competence, remote teaching methods, and the use of interactive learning methods in higher education.",64807,46463,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Distance Education; Online Learning; Educational Technology; Student Engagement; E-Learning; Digital Competence; Remote Teaching; Pedagogical Management; Interactive Methods; Cognitive Abilities,
T11668,interferon and immune responses,"This cluster of papers focuses on the innate immune response to viral infection, particularly the role of pattern recognition receptors such as RIG-I-like receptors and the cGAS-STING pathway in detecting viral nucleic acids and activating antiviral signaling. It also explores the mechanisms of interferon signaling, immune sensing of DNA and RNA viruses, and the regulation of antiviral responses.",64799,1243596,domains/1,Life Sciences,fields/24,Immunology and Microbiology,subfields/2403,Immunology,Innate Immunity; Viral Infection; Interferon Signaling; Pattern Recognition Receptors; cGAS-STING Pathway; RIG-I-like Receptors; Antiviral Response; Type I Interferons; Immune Sensing; Inflammatory Disease,
T10852,Temporomandibular Joint Disorders,"This cluster of papers focuses on the diagnosis, management, and associated factors of temporomandibular disorders (TMD), including bruxism, orofacial pain, mastication, joint osteoarthritis, sleep disorders, and the effectiveness of various interventions. It also covers the epidemiology and psychological aspects related to TMD.",64790,665971,domains/4,Health Sciences,fields/36,Health Professions,subfields/3603,Complementary and Manual Therapy,Temporomandibular Disorders; Bruxism; Orofacial Pain; Mastication; Diagnostic Criteria; Joint Osteoarthritis; Sleep Disorders; Physical Therapy Interventions; Psychological Factors; Epidemiology,
T11680,Advanced Algebra and Geometry,"This cluster of papers focuses on providing proofs and related research on the Langlands Conjectures for GL(n) over local and global fields. It encompasses topics such as automorphic forms, representation theory, L-functions, harmonic analysis, algebraic groups, modular forms, symmetric spaces, and cohomology.",64783,594788,domains/3,Physical Sciences,fields/26,Mathematics,subfields/2610,Mathematical Physics,Langlands Conjectures; Automorphic Forms; Representation Theory; Local Fields; L-functions; Harmonic Analysis; Algebraic Groups; Modular Forms; Symmetric Spaces; Cohomology,
T12561,bioluminescence and chemiluminescence research,"This cluster of papers focuses on the advances in bioluminescence imaging, reporter gene systems, and biosensors. It covers topics such as the use of luciferase and fluorescent proteins for in vivo imaging, microbial biosensors for environmental monitoring, and the application of pyrosequencing in genetic analysis.",64759,741240,domains/1,Life Sciences,fields/13,"Biochemistry, Genetics and Molecular Biology",subfields/1312,Molecular Biology,Bioluminescence; Reporter Genes; Luciferase; Imaging; Biosensors; Pyrosequencing; Gene Expression; Environmental Monitoring; Fluorescent Protein; Microbial Biosensors,
T11789,Land Rights and Reforms,"This cluster of papers explores the complex dynamics of land tenure, property rights, and their impact on agricultural investment, gender inequality, and rural development. It delves into issues such as customary tenure, land fragmentation, tenure security, legal pluralism, and the implications of land reform in various regions.",64701,424147,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1111,Soil Science,Land Tenure; Property Rights; Agricultural Investment; Gender Inequality; Rural Development; Customary Tenure; Land Fragmentation; Tenure Security; Legal Pluralism; Land Reform,
